Gene_1_ENSG|Gene_2_ENSG|DB_or_Algorithm|Supporting_PMID(s)
ENSG00000121542|ENSG00000163519|(HuRI)|32296183
ENSG00000121542|ENSG00000164325|(HuRI)|32296183
ENSG00000121542|ENSG00000164938|(HuRI)|32296183
ENSG00000121542|ENSG00000165071|(HuRI)|32296183
ENSG00000121542|ENSG00000165685|(HuRI)|32296183
ENSG00000121542|ENSG00000165794|(HuRI)|32296183
ENSG00000121542|ENSG00000166257|(HuRI)|32296183
ENSG00000121542|ENSG00000166928|(HuRI)|32296183
ENSG00000121542|ENSG00000167085|(HuRI)|32296183
ENSG00000121542|ENSG00000167194|(HuRI)|32296183
ENSG00000121542|ENSG00000167741|(HuRI)|32296183
ENSG00000121542|ENSG00000167851|(HuRI)|32296183
ENSG00000121542|ENSG00000167985|(HuRI)|32296183
ENSG00000121542|ENSG00000168484|(HuRI)|32296183
ENSG00000121542|ENSG00000168958|(HuRI)|32296183
ENSG00000121542|ENSG00000169330|(HuRI)|32296183
ENSG00000121542|ENSG00000170075|(HuRI)|32296183
ENSG00000121542|ENSG00000171124|(HuRI)|32296183
ENSG00000121542|ENSG00000171777|(HuRI)|32296183
ENSG00000121542|ENSG00000172243|(HuRI)|32296183
ENSG00000121542|ENSG00000173762|(HuRI)|32296183
ENSG00000121542|ENSG00000174132|(HuRI)|32296183
ENSG00000121542|ENSG00000175489|(HuRI)|32296183
ENSG00000121542|ENSG00000176171|(HuRI)|32296183
ENSG00000121542|ENSG00000179133|(HuRI)|32296183
ENSG00000121542|ENSG00000179564|(HuRI)|32296183
ENSG00000121542|ENSG00000181585|(HuRI)|32296183
ENSG00000121542|ENSG00000182220|(HuRI)|32296183
ENSG00000121542|ENSG00000182885|(HuRI)|32296183
ENSG00000121542|ENSG00000183166|(HuRI)|32296183
ENSG00000121542|ENSG00000184012|(HuRI)|32296183
ENSG00000121542|ENSG00000184047|(HuRI)|32296183
ENSG00000121542|ENSG00000184840|(HuRI)|32296183
ENSG00000121542|ENSG00000185905|(HuRI)|32296183
ENSG00000121542|ENSG00000188026|(HuRI)|32296183
ENSG00000121542|ENSG00000189280|(HuRI)|32296183
ENSG00000121542|ENSG00000197753|(HuRI)|32296183
ENSG00000121542|ENSG00000198189|(HuRI)|32296183
ENSG00000121542|ENSG00000203985|(HuRI)|32296183
ENSG00000121542|ENSG00000213186|(HuRI)|32296183
ENSG00000121542|ENSG00000219200|(HuRI)|32296183
ENSG00000121542|ENSG00000244476|(HuRI)|32296183
ENSG00000121542|ENSG00000256235|(HuRI)|32296183
ENSG00000121542|ENSG00000256660|(HuRI)|32296183
ENSG00000121570|ENSG00000130299|(HuRI)|32296183
ENSG00000121570|ENSG00000134996|(HuRI)|32296183
ENSG00000121570|ENSG00000138433|(HuRI)|32296183
ENSG00000121570|ENSG00000141985|(HuRI)|32296183
ENSG00000121570|ENSG00000144597|(HuRI)|32296183
ENSG00000121570|ENSG00000145901|(HuRI)|32296183
ENSG00000121570|ENSG00000149474|(HuRI)|32296183
ENSG00000121570|ENSG00000154016|(HuRI)|32296183
ENSG00000121570|ENSG00000162385|(HuRI)|32296183
ENSG00000121570|ENSG00000173540|(HuRI)|32296183
ENSG00000121570|ENSG00000173548|(HuRI)|32296183
ENSG00000121570|ENSG00000176302|(HuRI)|32296183
ENSG00000121570|ENSG00000178996|(HuRI)|32296183
ENSG00000121570|ENSG00000182195|(HuRI)|32296183
ENSG00000121570|ENSG00000198586|(HuRI)|32296183
ENSG00000121570|ENSG00000268988|(HuRI)|32296183
ENSG00000121579|ENSG00000134107|(HuRI)|32296183
ENSG00000121579|ENSG00000165588|(HuRI)|32296183
ENSG00000121634|ENSG00000122490|(HuRI)|32296183
ENSG00000121634|ENSG00000123353|(HuRI)|32296183
ENSG00000121634|ENSG00000125629|(HuRI)|32296183
ENSG00000121634|ENSG00000125734|(HuRI)|32296183
ENSG00000121634|ENSG00000128284|(HuRI)|32296183
ENSG00000121634|ENSG00000128791|(HuRI)|32296183
ENSG00000121634|ENSG00000128973|(HuRI)|32296183
ENSG00000121634|ENSG00000132406|(HuRI)|32296183
ENSG00000121634|ENSG00000132517|(HuRI)|32296183
ENSG00000121634|ENSG00000135185|(HuRI)|32296183
ENSG00000121634|ENSG00000135211|(HuRI)|32296183
ENSG00000121634|ENSG00000137726|(HuRI)|32296183
ENSG00000121634|ENSG00000139209|(HuRI)|32296183
ENSG00000121634|ENSG00000139644|(HuRI)|32296183
ENSG00000121634|ENSG00000140688|(HuRI)|32296183
ENSG00000121634|ENSG00000141485|(HuRI)|32296183
ENSG00000121634|ENSG00000141526|(HuRI)|32296183
ENSG00000121634|ENSG00000143119|(HuRI)|32296183
ENSG00000121634|ENSG00000144063|(HuRI)|32296183
ENSG00000121634|ENSG00000144229|(HuRI)|32296183
ENSG00000121634|ENSG00000144648|(HuRI)|32296183
ENSG00000121634|ENSG00000148985|(HuRI)|32296183
ENSG00000121634|ENSG00000150048|(HuRI)|32296183
ENSG00000121634|ENSG00000151690|(HuRI)|32296183
ENSG00000121634|ENSG00000152779|(HuRI)|32296183
ENSG00000121634|ENSG00000156097|(HuRI)|32296183
ENSG00000121634|ENSG00000158457|(HuRI)|32296183
ENSG00000121634|ENSG00000158874|(HuRI)|32296183
ENSG00000121634|ENSG00000161921|(HuRI)|32296183
ENSG00000121634|ENSG00000164007|(HuRI)|32296183
ENSG00000121634|ENSG00000164983|(HuRI)|32296183
ENSG00000121634|ENSG00000165474|(HuRI)|32296183
ENSG00000121634|ENSG00000165794|(HuRI)|32296183
ENSG00000121634|ENSG00000166002|(HuRI)|32296183
ENSG00000121634|ENSG00000166292|(HuRI)|32296183
ENSG00000121634|ENSG00000166797|(HuRI)|32296183
ENSG00000121634|ENSG00000168484|(HuRI)|32296183
ENSG00000121634|ENSG00000168899|(HuRI)|32296183
ENSG00000121634|ENSG00000169896|(HuRI)|32296183
ENSG00000121634|ENSG00000169964|(HuRI)|32296183
ENSG00000121634|ENSG00000170310|(HuRI)|32296183
ENSG00000121634|ENSG00000170417|(HuRI)|32296183
ENSG00000121634|ENSG00000171885|(HuRI)|32296183
ENSG00000121634|ENSG00000172005|(HuRI)|32296183
ENSG00000121634|ENSG00000172375|(HuRI)|32296183
ENSG00000121634|ENSG00000173080|(HuRI)|32296183
ENSG00000121634|ENSG00000173250|(HuRI)|32296183
ENSG00000121634|ENSG00000174327|(HuRI)|32296183
ENSG00000121634|ENSG00000174851|(HuRI)|32296183
ENSG00000121634|ENSG00000175283|(HuRI)|32296183
ENSG00000121634|ENSG00000176087|(HuRI)|32296183
ENSG00000121634|ENSG00000176641|(HuRI)|32296183
ENSG00000121634|ENSG00000177917|(HuRI)|32296183
ENSG00000121634|ENSG00000178927|(HuRI)|32296183
ENSG00000121634|ENSG00000179029|(HuRI)|32296183
ENSG00000121634|ENSG00000180089|(HuRI)|32296183
ENSG00000121634|ENSG00000180739|(HuRI)|32296183
ENSG00000121634|ENSG00000181458|(HuRI)|32296183
ENSG00000121634|ENSG00000181631|(HuRI)|32296183
ENSG00000121634|ENSG00000181704|(HuRI)|32296183
ENSG00000121634|ENSG00000183034|(HuRI)|32296183
ENSG00000121634|ENSG00000184986|(HuRI)|32296183
ENSG00000121634|ENSG00000186115|(HuRI)|32296183
ENSG00000121634|ENSG00000186867|(HuRI)|32296183
ENSG00000121634|ENSG00000187021|(HuRI)|32296183
ENSG00000121634|ENSG00000187783|(HuRI)|32296183
ENSG00000121634|ENSG00000189058|(HuRI)|32296183
ENSG00000121634|ENSG00000189143|(HuRI)|32296183
ENSG00000121634|ENSG00000196329|(HuRI)|32296183
ENSG00000121634|ENSG00000196376|(HuRI)|32296183
ENSG00000121634|ENSG00000197273|(HuRI)|32296183
ENSG00000121634|ENSG00000197753|(HuRI)|32296183
ENSG00000121634|ENSG00000198326|(HuRI)|32296183
ENSG00000121634|ENSG00000198523|(HuRI)|32296183
ENSG00000121634|ENSG00000198937|(HuRI)|32296183
ENSG00000121634|ENSG00000203667|(HuRI)|32296183
ENSG00000121634|ENSG00000204548|(HuRI)|32296183
ENSG00000121634|ENSG00000204979|(HuRI)|32296183
ENSG00000121634|ENSG00000205279|(HuRI)|32296183
ENSG00000121634|ENSG00000213203|(HuRI)|32296183
ENSG00000121634|ENSG00000213658|(HuRI)|32296183
ENSG00000121634|ENSG00000213699|(HuRI)|32296183
ENSG00000121634|ENSG00000215712|(HuRI)|32296183
ENSG00000121634|ENSG00000235169|(HuRI)|32296183
ENSG00000121634|ENSG00000243279|(HuRI)|32296183
ENSG00000121634|ENSG00000243772|(HuRI)|32296183
ENSG00000121634|ENSG00000265808|(HuRI)|32296183
ENSG00000121634|ENSG00000275302|(HuRI)|32296183
ENSG00000121644|ENSG00000133104|(HuRI)|32296183
ENSG00000121644|ENSG00000139637|(HuRI)|32296183
ENSG00000121644|ENSG00000140299|(HuRI)|32296183
ENSG00000121644|ENSG00000147872|(HuRI)|32296183
ENSG00000121644|ENSG00000163050|(HuRI)|32296183
ENSG00000121644|ENSG00000164144|(HuRI)|32296183
ENSG00000121644|ENSG00000167081|(HuRI)|32296183
ENSG00000121644|ENSG00000169599|(HuRI)|32296183
ENSG00000121644|ENSG00000184436|(HuRI)|32296183
ENSG00000121671|ENSG00000125775|(HuRI)|32296183
ENSG00000121671|ENSG00000127191|(HuRI)|32296183
ENSG00000121671|ENSG00000132938|(HuRI)|32296183
ENSG00000121671|ENSG00000160191|(HuRI)|32296183
ENSG00000121671|ENSG00000172578|(HuRI)|32296183
ENSG00000121671|ENSG00000179627|(HuRI)|32296183
ENSG00000121671|ENSG00000186925|(HuRI)|32296183
ENSG00000121671|ENSG00000187272|(HuRI)|32296183
ENSG00000121671|ENSG00000187766|(HuRI)|32296183
ENSG00000121671|ENSG00000188581|(HuRI)|32296183
ENSG00000121671|ENSG00000188730|(HuRI)|32296183
ENSG00000121671|ENSG00000197191|(HuRI)|32296183
ENSG00000121671|ENSG00000204889|(HuRI)|32296183
ENSG00000121671|ENSG00000205867|(HuRI)|32296183
ENSG00000121671|ENSG00000205869|(HuRI)|32296183
ENSG00000121671|ENSG00000212938|(HuRI)|32296183
ENSG00000121671|ENSG00000221880|(HuRI)|32296183
ENSG00000121671|ENSG00000231274|(HuRI)|32296183
ENSG00000121671|ENSG00000241598|(HuRI)|32296183
ENSG00000121671|ENSG00000244411|(HuRI)|32296183
ENSG00000121671|ENSG00000244537|(HuRI)|32296183
ENSG00000121671|ENSG00000254997|(HuRI)|32296183
ENSG00000121671|ENSG00000264343|(HuRI)|32296183
ENSG00000121671|ENSG00000271383|(HuRI)|32296183
ENSG00000121671|ENSG00000272804|(HuRI)|32296183
ENSG00000121680|ENSG00000125991|(HuRI)|32296183
ENSG00000121680|ENSG00000126262|(HuRI)|32296183
ENSG00000121680|ENSG00000132514|(HuRI)|32296183
ENSG00000121680|ENSG00000145283|(HuRI)|32296183
ENSG00000121680|ENSG00000147654|(HuRI)|32296183
ENSG00000121680|ENSG00000148110|(HuRI)|32296183
ENSG00000121680|ENSG00000157542|(HuRI)|32296183
ENSG00000121680|ENSG00000157613|(HuRI)|32296183
ENSG00000121680|ENSG00000158869|(HuRI)|32296183
ENSG00000121680|ENSG00000162366|(HuRI)|32296183
ENSG00000121680|ENSG00000164040|(HuRI)|32296183
ENSG00000121680|ENSG00000168476|(HuRI)|32296183
ENSG00000121680|ENSG00000169446|(HuRI)|32296183
ENSG00000121680|ENSG00000175514|(HuRI)|32296183
ENSG00000121680|ENSG00000182108|(HuRI)|32296183
ENSG00000121680|ENSG00000213593|(HuRI)|32296183
ENSG00000121741|ENSG00000128050|(HuRI)|32296183
ENSG00000121741|ENSG00000161405|(HuRI)|32296183
ENSG00000121742|ENSG00000134545|(HuRI)|32296183
ENSG00000121742|ENSG00000135211|(HuRI)|32296183
ENSG00000121742|ENSG00000145283|(HuRI)|32296183
ENSG00000121742|ENSG00000147155|(HuRI)|32296183
ENSG00000121742|ENSG00000150433|(HuRI)|32296183
ENSG00000121742|ENSG00000156097|(HuRI)|32296183
ENSG00000121742|ENSG00000197753|(HuRI)|32296183
ENSG00000121742|ENSG00000204979|(HuRI)|32296183
ENSG00000121742|ENSG00000265808|(HuRI)|32296183
ENSG00000121749|ENSG00000123240|(HuRI)|32296183
ENSG00000121749|ENSG00000182923|(HuRI)|32296183
ENSG00000121766|ENSG00000121766|(HuRI)|32296183
ENSG00000121766|ENSG00000125775|(HuRI)|32296183
ENSG00000121766|ENSG00000137575|(HuRI)|32296183
ENSG00000121766|ENSG00000156795|(HuRI)|32296183
ENSG00000121766|ENSG00000170631|(HuRI)|32296183
ENSG00000121766|ENSG00000187164|(HuRI)|32296183
ENSG00000121769|ENSG00000187164|(HuRI)|32296183
ENSG00000121769|ENSG00000213024|(HuRI)|32296183
ENSG00000121775|ENSG00000162366|(HuRI)|32296183
ENSG00000121797|ENSG00000164096|(HuRI)|32296183
ENSG00000121851|ENSG00000159374|(HuRI)|32296183
ENSG00000121851|ENSG00000165626|(HuRI)|32296183
ENSG00000121851|ENSG00000166407|(HuRI)|32296183
ENSG00000121851|ENSG00000186141|(HuRI)|32296183
ENSG00000121864|ENSG00000130830|(HuRI)|32296183
ENSG00000121864|ENSG00000152475|(HuRI)|32296183
ENSG00000121864|ENSG00000165630|(HuRI)|32296183
ENSG00000121864|ENSG00000180884|(HuRI)|32296183
ENSG00000121864|ENSG00000181472|(HuRI)|32296183
ENSG00000121864|ENSG00000187778|(HuRI)|32296183
ENSG00000121864|ENSG00000196150|(HuRI)|32296183
ENSG00000121900|ENSG00000134545|(HuRI)|32296183
ENSG00000121900|ENSG00000139182|(HuRI)|32296183
ENSG00000121900|ENSG00000157168|(HuRI)|32296183
ENSG00000121900|ENSG00000160654|(HuRI)|32296183
ENSG00000121900|ENSG00000164626|(HuRI)|32296183
ENSG00000121900|ENSG00000165685|(HuRI)|32296183
ENSG00000121900|ENSG00000165794|(HuRI)|32296183
ENSG00000121900|ENSG00000166928|(HuRI)|32296183
ENSG00000121900|ENSG00000167653|(HuRI)|32296183
ENSG00000121900|ENSG00000168528|(HuRI)|32296183
ENSG00000121900|ENSG00000169379|(HuRI)|32296183
ENSG00000121900|ENSG00000170075|(HuRI)|32296183
ENSG00000121900|ENSG00000175514|(HuRI)|32296183
ENSG00000121905|ENSG00000130700|(HuRI)|32296183
ENSG00000121905|ENSG00000136695|(HuRI)|32296183
ENSG00000121905|ENSG00000141526|(HuRI)|32296183
ENSG00000121905|ENSG00000145861|(HuRI)|32296183
ENSG00000121905|ENSG00000156467|(HuRI)|32296183
ENSG00000121905|ENSG00000161992|(HuRI)|32296183
ENSG00000121905|ENSG00000167302|(HuRI)|32296183
ENSG00000121905|ENSG00000188730|(HuRI)|32296183
ENSG00000121905|ENSG00000223572|(HuRI)|32296183
ENSG00000121905|ENSG00000237289|(HuRI)|32296183
ENSG00000121931|ENSG00000122565|(HuRI)|32296183
ENSG00000121931|ENSG00000130038|(HuRI)|32296183
ENSG00000121931|ENSG00000130222|(HuRI)|32296183
ENSG00000121931|ENSG00000131791|(HuRI)|32296183
ENSG00000121931|ENSG00000133265|(HuRI)|32296183
ENSG00000121931|ENSG00000156795|(HuRI)|32296183
ENSG00000121931|ENSG00000157538|(HuRI)|32296183
ENSG00000121931|ENSG00000163071|(HuRI)|32296183
ENSG00000121931|ENSG00000171453|(HuRI)|32296183
ENSG00000121931|ENSG00000172530|(HuRI)|32296183
ENSG00000121931|ENSG00000198860|(HuRI)|32296183
ENSG00000121931|ENSG00000241258|(HuRI)|32296183
ENSG00000121957|ENSG00000165801|(HuRI)|32296183
ENSG00000121957|ENSG00000171017|(HuRI)|32296183
ENSG00000121957|ENSG00000185340|(HuRI)|32296183
ENSG00000121957|ENSG00000188487|(HuRI)|32296183
ENSG00000122033|ENSG00000123560|(HuRI)|32296183
ENSG00000122033|ENSG00000126549|(HuRI)|32296183
ENSG00000122033|ENSG00000130164|(HuRI)|32296183
ENSG00000122033|ENSG00000132406|(HuRI)|32296183
ENSG00000122033|ENSG00000133678|(HuRI)|32296183
ENSG00000122033|ENSG00000135185|(HuRI)|32296183
ENSG00000122033|ENSG00000135823|(HuRI)|32296183
ENSG00000122033|ENSG00000138755|(HuRI)|32296183
ENSG00000122033|ENSG00000143198|(HuRI)|32296183
ENSG00000122033|ENSG00000144035|(HuRI)|32296183
ENSG00000122033|ENSG00000144229|(HuRI)|32296183
ENSG00000122033|ENSG00000150433|(HuRI)|32296183
ENSG00000122033|ENSG00000151778|(HuRI)|32296183
ENSG00000122033|ENSG00000156738|(HuRI)|32296183
ENSG00000122033|ENSG00000158457|(HuRI)|32296183
ENSG00000122033|ENSG00000160255|(HuRI)|32296183
ENSG00000122033|ENSG00000160318|(HuRI)|32296183
ENSG00000122033|ENSG00000163050|(HuRI)|32296183
ENSG00000122033|ENSG00000163217|(HuRI)|32296183
ENSG00000122033|ENSG00000164211|(HuRI)|32296183
ENSG00000122033|ENSG00000166091|(HuRI)|32296183
ENSG00000122033|ENSG00000166261|(HuRI)|32296183
ENSG00000122033|ENSG00000166900|(HuRI)|32296183
ENSG00000122033|ENSG00000169964|(HuRI)|32296183
ENSG00000122033|ENSG00000171116|(HuRI)|32296183
ENSG00000122033|ENSG00000171135|(HuRI)|32296183
ENSG00000122033|ENSG00000171552|(HuRI)|32296183
ENSG00000122033|ENSG00000172057|(HuRI)|32296183
ENSG00000122033|ENSG00000172243|(HuRI)|32296183
ENSG00000122033|ENSG00000177519|(HuRI)|32296183
ENSG00000122033|ENSG00000178307|(HuRI)|32296183
ENSG00000122033|ENSG00000178726|(HuRI)|32296183
ENSG00000122033|ENSG00000178927|(HuRI)|32296183
ENSG00000122033|ENSG00000178952|(HuRI)|32296183
ENSG00000122033|ENSG00000179010|(HuRI)|32296183
ENSG00000122033|ENSG00000180440|(HuRI)|32296183
ENSG00000122033|ENSG00000181704|(HuRI)|32296183
ENSG00000122033|ENSG00000182585|(HuRI)|32296183
ENSG00000122033|ENSG00000182685|(HuRI)|32296183
ENSG00000122033|ENSG00000184811|(HuRI)|32296183
ENSG00000122033|ENSG00000186115|(HuRI)|32296183
ENSG00000122033|ENSG00000188153|(HuRI)|32296183
ENSG00000122033|ENSG00000189058|(HuRI)|32296183
ENSG00000122033|ENSG00000196715|(HuRI)|32296183
ENSG00000122033|ENSG00000196776|(HuRI)|32296183
ENSG00000122033|ENSG00000197753|(HuRI)|32296183
ENSG00000122033|ENSG00000198183|(HuRI)|32296183
ENSG00000122033|ENSG00000198326|(HuRI)|32296183
ENSG00000122033|ENSG00000198523|(HuRI)|32296183
ENSG00000122033|ENSG00000205279|(HuRI)|32296183
ENSG00000122033|ENSG00000205302|(HuRI)|32296183
ENSG00000122033|ENSG00000213658|(HuRI)|32296183
ENSG00000122033|ENSG00000215712|(HuRI)|32296183
ENSG00000122033|ENSG00000231887|(HuRI)|32296183
ENSG00000122033|ENSG00000240045|(HuRI)|32296183
ENSG00000122033|ENSG00000255245|(HuRI)|32296183
ENSG00000122033|ENSG00000268738|(HuRI)|32296183
ENSG00000122033|ENSG00000268988|(HuRI)|32296183
ENSG00000122042|ENSG00000159374|(HuRI)|32296183
ENSG00000122085|ENSG00000136305|(HuRI)|32296183
ENSG00000122085|ENSG00000140961|(HuRI)|32296183
ENSG00000122085|ENSG00000172530|(HuRI)|32296183
ENSG00000122085|ENSG00000173530|(HuRI)|32296183
ENSG00000122085|ENSG00000184210|(HuRI)|32296183
ENSG00000122126|ENSG00000177096|(HuRI)|32296183
ENSG00000122126|ENSG00000198324|(HuRI)|32296183
ENSG00000122133|ENSG00000126251|(HuRI)|32296183
ENSG00000122133|ENSG00000155324|(HuRI)|32296183
ENSG00000122133|ENSG00000164294|(HuRI)|32296183
ENSG00000122133|ENSG00000169379|(HuRI)|32296183
ENSG00000122133|ENSG00000185436|(HuRI)|32296183
ENSG00000122133|ENSG00000213593|(HuRI)|32296183
ENSG00000122133|ENSG00000244476|(HuRI)|32296183
ENSG00000122133|ENSG00000262576|(HuRI)|32296183
ENSG00000122145|ENSG00000151650|(HuRI)|32296183
ENSG00000122145|ENSG00000164438|(HuRI)|32296183
ENSG00000122145|ENSG00000175325|(HuRI)|32296183
ENSG00000122180|ENSG00000125898|(HuRI)|32296183
ENSG00000122180|ENSG00000125968|(HuRI)|32296183
ENSG00000122180|ENSG00000130307|(HuRI)|32296183
ENSG00000122180|ENSG00000137802|(HuRI)|32296183
ENSG00000122180|ENSG00000138443|(HuRI)|32296183
ENSG00000122180|ENSG00000140948|(HuRI)|32296183
ENSG00000122180|ENSG00000147144|(HuRI)|32296183
ENSG00000122180|ENSG00000160917|(HuRI)|32296183
ENSG00000122180|ENSG00000162526|(HuRI)|32296183
ENSG00000122180|ENSG00000163138|(HuRI)|32296183
ENSG00000122180|ENSG00000164949|(HuRI)|32296183
ENSG00000122180|ENSG00000166130|(HuRI)|32296183
ENSG00000122180|ENSG00000170819|(HuRI)|32296183
ENSG00000122180|ENSG00000171847|(HuRI)|32296183
ENSG00000122180|ENSG00000172349|(HuRI)|32296183
ENSG00000122180|ENSG00000172361|(HuRI)|32296183
ENSG00000122180|ENSG00000180535|(HuRI)|32296183
ENSG00000122180|ENSG00000183230|(HuRI)|32296183
ENSG00000122180|ENSG00000183733|(HuRI)|32296183
ENSG00000122180|ENSG00000187516|(HuRI)|32296183
ENSG00000122188|ENSG00000141738|(HuRI)|32296183
ENSG00000122299|ENSG00000185787|(HuRI)|32296183
ENSG00000122304|ENSG00000125775|(HuRI)|32296183
ENSG00000122304|ENSG00000186860|(HuRI)|32296183
ENSG00000122304|ENSG00000272804|(HuRI)|32296183
ENSG00000122359|ENSG00000138180|(HuRI)|32296183
ENSG00000122359|ENSG00000162613|(HuRI)|32296183
ENSG00000122359|ENSG00000167604|(HuRI)|32296183
ENSG00000122359|ENSG00000182816|(HuRI)|32296183
ENSG00000122359|ENSG00000186153|(HuRI)|32296183
ENSG00000122359|ENSG00000186930|(HuRI)|32296183
ENSG00000122375|ENSG00000188021|(HuRI)|32296183
ENSG00000122386|ENSG00000135951|(HuRI)|32296183
ENSG00000122386|ENSG00000188021|(HuRI)|32296183
ENSG00000122386|ENSG00000197978|(HuRI)|32296183
ENSG00000122484|ENSG00000175895|(HuRI)|32296183
ENSG00000122484|ENSG00000198522|(HuRI)|32296183
ENSG00000122490|ENSG00000144468|(HuRI)|32296183
ENSG00000122490|ENSG00000145014|(HuRI)|32296183
ENSG00000122490|ENSG00000145283|(HuRI)|32296183
ENSG00000122490|ENSG00000148110|(HuRI)|32296183
ENSG00000122490|ENSG00000155256|(HuRI)|32296183
ENSG00000122490|ENSG00000164209|(HuRI)|32296183
ENSG00000122490|ENSG00000164626|(HuRI)|32296183
ENSG00000122490|ENSG00000165775|(HuRI)|32296183
ENSG00000122490|ENSG00000175514|(HuRI)|32296183
ENSG00000122490|ENSG00000175782|(HuRI)|32296183
ENSG00000122490|ENSG00000177042|(HuRI)|32296183
ENSG00000122490|ENSG00000179363|(HuRI)|32296183
ENSG00000122490|ENSG00000184047|(HuRI)|32296183
ENSG00000122515|ENSG00000124827|(HuRI)|32296183
ENSG00000122515|ENSG00000127445|(HuRI)|32296183
ENSG00000122515|ENSG00000137218|(HuRI)|32296183
ENSG00000122515|ENSG00000178773|(HuRI)|32296183
ENSG00000122515|ENSG00000184402|(HuRI)|32296183
ENSG00000122543|ENSG00000137575|(HuRI)|32296183
ENSG00000122543|ENSG00000223572|(HuRI)|32296183
ENSG00000122543|ENSG00000237289|(HuRI)|32296183
ENSG00000122547|ENSG00000155974|(HuRI)|32296183
ENSG00000122557|ENSG00000134049|(HuRI)|32296183
ENSG00000122557|ENSG00000135211|(HuRI)|32296183
ENSG00000122557|ENSG00000139133|(HuRI)|32296183
ENSG00000122557|ENSG00000139514|(HuRI)|32296183
ENSG00000122557|ENSG00000139644|(HuRI)|32296183
ENSG00000122557|ENSG00000145414|(HuRI)|32296183
ENSG00000122557|ENSG00000162144|(HuRI)|32296183
ENSG00000122557|ENSG00000164124|(HuRI)|32296183
ENSG00000122557|ENSG00000165389|(HuRI)|32296183
ENSG00000122557|ENSG00000176087|(HuRI)|32296183
ENSG00000122557|ENSG00000179363|(HuRI)|32296183
ENSG00000122557|ENSG00000184349|(HuRI)|32296183
ENSG00000122557|ENSG00000204979|(HuRI)|32296183
ENSG00000122557|ENSG00000267228|(HuRI)|32296183
ENSG00000122565|ENSG00000130513|(HuRI)|32296183
ENSG00000122565|ENSG00000137871|(HuRI)|32296183
ENSG00000122565|ENSG00000143382|(HuRI)|32296183
ENSG00000122565|ENSG00000156858|(HuRI)|32296183
ENSG00000122565|ENSG00000164080|(HuRI)|32296183
ENSG00000122565|ENSG00000262814|(HuRI)|32296183
ENSG00000122566|ENSG00000171853|(HuRI)|32296183
ENSG00000122566|ENSG00000173757|(HuRI)|32296183
ENSG00000122585|ENSG00000131408|(HuRI)|32296183
ENSG00000122585|ENSG00000188021|(HuRI)|32296183
ENSG00000122591|ENSG00000165914|(HuRI)|32296183
ENSG00000122592|ENSG00000137575|(HuRI)|32296183
ENSG00000122643|ENSG00000188021|(HuRI)|32296183
ENSG00000122644|ENSG00000124429|(HuRI)|32296183
ENSG00000122644|ENSG00000132938|(HuRI)|32296183
ENSG00000122644|ENSG00000167110|(HuRI)|32296183
ENSG00000122644|ENSG00000171345|(HuRI)|32296183
ENSG00000122678|ENSG00000130307|(HuRI)|32296183
ENSG00000122678|ENSG00000138180|(HuRI)|32296183
ENSG00000122678|ENSG00000184033|(HuRI)|32296183
ENSG00000122678|ENSG00000268651|(HuRI)|32296183
ENSG00000122679|ENSG00000196224|(HuRI)|32296183
ENSG00000122679|ENSG00000197191|(HuRI)|32296183
ENSG00000122679|ENSG00000204873|(HuRI)|32296183
ENSG00000122679|ENSG00000244411|(HuRI)|32296183
ENSG00000122679|ENSG00000264343|(HuRI)|32296183
ENSG00000122679|ENSG00000271383|(HuRI)|32296183
ENSG00000122692|ENSG00000164438|(HuRI)|32296183
ENSG00000122692|ENSG00000166343|(HuRI)|32296183
ENSG00000122692|ENSG00000178988|(HuRI)|32296183
ENSG00000122692|ENSG00000179010|(HuRI)|32296183
ENSG00000122692|ENSG00000189431|(HuRI)|32296183
ENSG00000122707|ENSG00000126759|(HuRI)|32296183
ENSG00000122707|ENSG00000134030|(HuRI)|32296183
ENSG00000122707|ENSG00000136999|(HuRI)|32296183
ENSG00000122707|ENSG00000146143|(HuRI)|32296183
ENSG00000122707|ENSG00000146700|(HuRI)|32296183
ENSG00000122707|ENSG00000148848|(HuRI)|32296183
ENSG00000122707|ENSG00000160349|(HuRI)|32296183
ENSG00000122707|ENSG00000162881|(HuRI)|32296183
ENSG00000122707|ENSG00000162946|(HuRI)|32296183
ENSG00000122707|ENSG00000163060|(HuRI)|32296183
ENSG00000122707|ENSG00000164684|(HuRI)|32296183
ENSG00000122707|ENSG00000168101|(HuRI)|32296183
ENSG00000122707|ENSG00000182816|(HuRI)|32296183
ENSG00000122707|ENSG00000183621|(HuRI)|32296183
ENSG00000122707|ENSG00000183690|(HuRI)|32296183
ENSG00000122707|ENSG00000185880|(HuRI)|32296183
ENSG00000122707|ENSG00000187766|(HuRI)|32296183
ENSG00000122707|ENSG00000196388|(HuRI)|32296183
ENSG00000122707|ENSG00000196628|(HuRI)|32296183
ENSG00000122707|ENSG00000197191|(HuRI)|32296183
ENSG00000122707|ENSG00000197683|(HuRI)|32296183
ENSG00000122707|ENSG00000212901|(HuRI)|32296183
ENSG00000122707|ENSG00000242259|(HuRI)|32296183
ENSG00000122707|ENSG00000264343|(HuRI)|32296183
ENSG00000122707|ENSG00000271383|(HuRI)|32296183
ENSG00000122711|ENSG00000197860|(HuRI)|32296183
